"","strategy.permit","CHNK_earn.bySpec","CHUM_earn.bySpec","COHO_earn.bySpec","DCRB_earn.bySpec","KCRB_earn.bySpec","PCOD_earn.bySpec","PHLB_earn.bySpec","PINK_earn.bySpec","PLCK_earn.bySpec","POUND_earn.bySpec","SABL_earn.bySpec","SAC_earn.bySpec","SOCK_earn.bySpec","TCRB_earn.bySpec"
"202","B06B C06B K49A S01A",NA,NA,NA,NA,NA,NA,0.266083354035169,0.222909814274704,NA,NA,0.216360765544603,NA,NA,0.123043621091894
"203","B06B C06B K49A S03A",NA,NA,NA,NA,NA,NA,0.453522193622862,NA,NA,NA,0.188831790527493,NA,0.101407006410473,0.144062351511765
"204","B06B C06B K59A S01A",NA,NA,NA,NA,0.178499530683613,NA,0.297333434743324,0.220042192403993,NA,NA,0.212439081162314,NA,NA,NA
"205","B06B C06B K69A",NA,NA,NA,NA,0.201501930959546,NA,0.461332039512878,NA,NA,NA,0.292032306903182,NA,NA,NA
"206","B06B C06B K69A S01A",NA,NA,NA,NA,0.149929481793735,NA,0.26193317187393,0.161159940530852,NA,NA,0.312161645524216,NA,NA,NA
"207","B06B C06B K69A S01E",NA,NA,NA,NA,0.173973504552935,NA,0.244376656657975,0.310029659806232,NA,NA,0.238054785315316,NA,NA,NA
"208","B06B C06B K69A S03A",NA,NA,NA,NA,0.155934254628956,NA,0.154188529370751,NA,NA,NA,0.356626804022975,NA,NA,0.177640344564698
"209","B06B C06B L12E",NA,NA,NA,NA,NA,NA,0.370265081435842,NA,NA,0.501277093301815,0.112336636719815,NA,NA,NA
"210","B06B C06B L21A",NA,NA,NA,NA,NA,NA,0.319649622691811,NA,NA,NA,0.422456663844503,0.247952911215055,NA,NA
"211","B06B C06B L21A L21C",NA,NA,NA,NA,NA,NA,0.187482767048317,NA,NA,NA,0.314125948568693,0.496799598678582,NA,NA
"212","B06B C06B L21A S01A",NA,0.177193427860552,NA,NA,NA,NA,0.20067594909587,0.244026345802648,NA,NA,0.211614639170118,0.127276246569576,NA,NA
"213","B06B C06B L21A S03A",NA,0.415820959484924,NA,NA,NA,NA,0.125891988421935,NA,NA,NA,0.116983618761533,0.280323039557776,NA,NA
"214","B06B C06B L21C",NA,NA,NA,NA,NA,NA,0.324528142196674,NA,NA,NA,0.367657638902132,0.297471218215411,NA,NA
"215","B06B C06B L21C P91A Q11A",NA,NA,NA,NA,NA,NA,0.355294553113752,NA,NA,NA,0.17604213298868,0.173687350451392,NA,NA
"216","B06B C06B L21C S01A",NA,NA,NA,NA,NA,NA,0.31190609503257,0.181189327138519,NA,NA,0.309502241191048,0.146805240651577,NA,NA
"217","B06B C06B L21C S03T",NA,NA,NA,NA,NA,NA,0.276847205764403,NA,NA,NA,0.476461619308855,0.105670810994763,0.128469993150062,NA
"218","B06B C06B L21C S15B",0.108381643880807,NA,0.233004473167422,NA,NA,NA,0.202705754236679,NA,NA,NA,0.319932325198964,0.124676179824052,NA,NA
"219","B06B C06B M06B",NA,NA,NA,NA,NA,0.17985858267408,0.484577335642476,NA,NA,NA,0.318686313637598,NA,NA,NA
"220","B06B C06B M06B M26B",NA,NA,NA,NA,NA,0.406498018102902,0.13680895560758,NA,NA,NA,0.343306906232814,NA,NA,NA
"221","B06B C06B M06B M26B S15B Y06A",NA,NA,NA,NA,NA,NA,0.103191485221415,NA,NA,NA,0.217060876830424,NA,NA,NA
"222","B06B C06B M06B S01E",NA,NA,NA,NA,NA,0.126389207086682,0.298485890872823,0.320423904131484,NA,NA,0.229191780473297,NA,NA,NA
"223","B06B C06B M06B S01K",NA,NA,NA,NA,NA,0.125778787466605,0.197214931571585,NA,NA,NA,0.37139779822696,NA,0.142596861381419,NA
"224","B06B C06B M06B S03E",NA,NA,NA,NA,NA,0.360987123243251,0.195817690100938,NA,NA,NA,0.149517682413961,NA,0.157599365498337,NA
"225","B06B C06B M06B S03H",NA,NA,NA,NA,NA,0.289040839531948,0.360590053089975,NA,NA,NA,0.136823408885107,NA,0.187250562167456,NA
"226","B06B C06B M06B S03M",NA,NA,NA,NA,NA,0.194424992634815,0.315344790809991,NA,NA,NA,0.195645146799199,NA,0.275171365501411,NA
"227","B06B C06B M06B S03T",NA,NA,NA,NA,NA,0.308657163633769,0.279017062584708,NA,NA,NA,0.223915918501504,NA,0.159633027202377,NA
"228","B06B C06B M06B S05B",NA,NA,0.157599064124467,NA,NA,NA,0.276783790831748,NA,NA,NA,0.300506229057986,NA,NA,NA
"229","B06B C06B M06B S15B",0.171731488143242,NA,0.223266641040695,NA,NA,0.14358229358191,0.28730201054354,NA,NA,NA,0.123917509666331,NA,NA,NA
"230","B06B C06B M06B T19A",NA,NA,NA,NA,NA,NA,0.424783956814447,NA,NA,NA,0.186464618395934,NA,NA,0.208168895443417
"231","B06B C06B M06G",NA,NA,NA,NA,NA,0.186037951352949,0.445557470446387,NA,NA,NA,0.356985453752414,NA,NA,NA
"232","B06B C06B M06G S03E",NA,0.145810375081157,NA,NA,NA,0.224649058180105,0.241892763867839,NA,NA,NA,0.167115234714175,NA,0.150223034902284,NA
"233","B06B C06B M06G S03H",NA,NA,NA,NA,NA,0.214532768548421,0.390618890882233,NA,NA,NA,0.171975790596777,NA,0.182485327692224,NA
"234","B06B C06B M06G S03M",NA,NA,NA,NA,NA,0.147111616023276,0.334540532779493,NA,NA,NA,0.253422430942138,NA,0.224692356971121,NA
"235","B06B C06B M06G S03T",NA,NA,NA,NA,NA,0.184704087359838,0.182642135517535,NA,NA,NA,0.219069565914614,NA,0.387127424581783,NA
"236","B06B C06B M07B",NA,NA,NA,NA,NA,0.410040488369424,0.103225875724946,NA,NA,NA,0.405183027297785,NA,NA,NA
"237","B06B C06B M09B",NA,NA,NA,NA,NA,0.273906633288476,0.33242598057837,NA,NA,NA,0.387869626296119,NA,NA,NA
"238","B06B C06B M09B S01A",NA,0.111782823419118,NA,NA,NA,0.312953942751784,0.152561395286347,0.150194231014995,NA,NA,0.226004591100857,NA,NA,NA
"239","B06B C06B M09B S01K",NA,NA,NA,NA,NA,0.214976515485916,0.411945593170482,0.112092134246988,NA,NA,0.188557243935418,NA,NA,NA
"240","B06B C06B M09G",NA,NA,NA,NA,NA,0.321390394966274,0.347174941284171,NA,NA,NA,0.327151666323479,NA,NA,NA
"241","B06B C06B M26B",NA,NA,NA,NA,NA,0.157853736196963,0.315980811119336,NA,NA,NA,0.490464616023732,NA,NA,NA
"242","B06B C06B M26B T09H",NA,NA,NA,NA,NA,NA,0.17932734987635,NA,NA,NA,0.447220255331741,NA,NA,0.242470699203145
"243","B06B C06B M26G",NA,NA,NA,NA,NA,0.319020730280628,0.562215935064303,NA,NA,NA,0.110164491724692,NA,NA,NA
"244","B06B C06B M61B",NA,NA,NA,NA,NA,0.254500269992194,0.421868173522121,NA,NA,NA,0.30841293443508,NA,NA,NA
"245","B06B C06B M61B Y61A",NA,NA,NA,NA,NA,NA,0.210553261764871,NA,NA,NA,0.249929646475079,NA,NA,NA
"246","B06B C06B M6BG",NA,NA,NA,NA,NA,0.208451310423776,0.579663476680217,NA,NA,NA,0.204928068904809,NA,NA,NA
"247","B06B C06B M91B",NA,NA,NA,NA,NA,0.475701332036931,0.313456658204204,NA,NA,NA,0.180121964127299,NA,NA,NA
"248","B06B C06B P09A S15B",NA,NA,0.260757630093533,NA,NA,NA,0.12823832927169,NA,NA,NA,0.407913948688898,NA,NA,NA
"249","B06B C06B P09B",NA,NA,NA,NA,NA,NA,0.405747017080432,NA,NA,NA,0.43076884332117,NA,NA,NA
"250","B06B C06B P09E",NA,NA,NA,NA,NA,NA,0.388369029059329,NA,NA,NA,0.386567633235417,NA,NA,NA
"251","B06B C06B P91A",NA,NA,NA,NA,NA,NA,0.26930598868128,NA,NA,NA,0.469029281850216,NA,NA,NA
"252","B06B C06B P91A S01A",NA,0.128071986132376,NA,NA,NA,NA,0.368605306019509,0.21149918958238,NA,NA,0.148631144861699,NA,NA,NA
"253","B06B C06B P91A S03A Y06A",NA,0.110314518428171,NA,NA,NA,NA,0.22087956703535,NA,NA,NA,0.135904009061554,NA,NA,NA
"254","B06B C06B P91A S15B",0.152428680530156,NA,0.197495347896341,NA,NA,NA,0.246416128321931,NA,NA,NA,0.214218743266955,NA,NA,NA
"255","B06B C06B P91A S15B Y06A",0.166566289176188,NA,0.203182759332256,NA,NA,NA,0.112092393719917,NA,NA,NA,0.245985074079691,NA,NA,NA
"256","B06B C06B P91A Y06A",NA,NA,NA,NA,NA,NA,0.281434018690772,NA,NA,NA,0.406842836385027,NA,NA,NA
"257","B06B C06B Q11A",NA,NA,NA,NA,NA,NA,0.324089249873085,NA,NA,NA,0.455434465808749,NA,NA,NA
"258","B06B C06B Q11A S03A",0.113665018438046,0.305489862931223,NA,NA,NA,NA,0.139756667483393,NA,NA,NA,0.25735415060208,NA,NA,NA
"259","B06B C06B Q11A S15B",0.186319375708604,NA,0.193010844506759,NA,NA,NA,0.124300905580719,NA,NA,NA,0.251688377524073,NA,NA,NA
"260","B06B C06B Q11B",NA,NA,NA,NA,NA,NA,0.601638850946043,NA,NA,NA,0.201671551628985,NA,NA,NA
"261","B06B C06B S01A",NA,NA,NA,NA,NA,NA,0.324995017497045,0.21840775379778,NA,NA,0.322277387174638,NA,NA,NA
"262","B06B C06B S01A T19A",NA,0.17211758343385,NA,NA,NA,NA,0.303571555258784,NA,NA,NA,0.243900152416203,NA,NA,0.119422492672239
"263","B06B C06B S01E",NA,NA,NA,NA,NA,NA,0.252440700515673,0.415143834289062,NA,NA,0.304043312199959,NA,NA,NA
"264","B06B C06B S01E S03E",NA,NA,NA,NA,NA,NA,0.341292566827452,0.305551087593965,NA,NA,0.209598537974046,NA,0.115640125542085,NA
"265","B06B C06B S01K",NA,NA,NA,NA,NA,NA,0.321051574122351,0.199277512759163,NA,NA,0.234567254433344,NA,0.190163270407132,NA
"266","B06B C06B S01K T09K",NA,NA,NA,NA,NA,NA,0.458621735324802,NA,NA,NA,0.211898643106112,NA,NA,0.109117182821811
"267","B06B C06B S01K TB9BK",NA,NA,NA,NA,NA,NA,0.474701415538236,NA,NA,NA,0.165734701862077,NA,NA,0.177793809461103
"268","B06B C06B S01L",NA,NA,NA,NA,NA,NA,0.229286057451699,NA,NA,NA,0.313818629205791,NA,0.385114644198411,NA
"269","B06B C06B S01M",NA,NA,NA,NA,NA,NA,0.316879514603387,0.146689114142265,NA,NA,0.257361977131841,NA,0.185689257700025,NA
"270","B06B C06B S03A",NA,0.226529040493748,NA,NA,NA,NA,0.388112595838651,NA,NA,NA,0.213358477267795,NA,NA,NA
"271","B06B C06B S03E",NA,NA,NA,NA,NA,NA,0.487745038780151,NA,NA,NA,0.279680750877329,NA,0.158633611586219,NA
"272","B06B C06B S03H",NA,NA,NA,NA,NA,NA,0.485830538134954,NA,NA,NA,0.281554894228446,NA,0.218412534953462,NA
"273","B06B C06B S03M",NA,NA,NA,NA,NA,NA,0.555337695097978,NA,NA,NA,0.218744863156821,NA,0.215813705768824,NA
"274","B06B C06B S03T",NA,NA,NA,NA,NA,NA,0.382327407749451,NA,NA,NA,0.310789986552533,NA,0.298081464906055,NA
"275","B06B C06B S04D",NA,NA,0.170732892448317,NA,NA,NA,0.353499656841695,NA,NA,NA,0.364329600395451,NA,NA,NA
"276","B06B C06B S04M",NA,NA,NA,NA,NA,NA,0.577983363791322,NA,NA,NA,0.158788802079001,NA,0.25692473543789,NA
"277","B06B C06B S05B",0.103778879706575,NA,0.210255998564408,NA,NA,NA,0.355700066033292,NA,NA,NA,0.295907601405435,NA,NA,NA
"278","B06B C06B S15B",0.15041650566208,NA,0.168457957768862,NA,NA,NA,0.341579560199265,NA,NA,NA,0.318888365295133,NA,NA,NA
"279","B06B C06B S15B T19A",0.235678114248169,NA,NA,NA,NA,NA,0.322066216348613,NA,NA,NA,0.13622922056419,NA,NA,0.19447526451631
"280","B06B C06B S15B T19A Y06A",0.261557003705415,NA,NA,NA,NA,NA,0.17783200772937,NA,NA,NA,0.115458941660126,NA,NA,0.213914122580581
"281","B06B C06B S15B Y06A",0.130109863864602,NA,0.14383794609552,NA,NA,NA,0.305355950236353,NA,NA,NA,0.212515886678185,NA,NA,NA
"282","B06B C06B S15B Y61A",0.227963231980423,NA,0.259215209398622,NA,NA,NA,0.168923923634102,NA,NA,NA,0.128248987268154,NA,NA,NA
"283","B06B C06B T10A",NA,NA,NA,NA,NA,NA,0.147492230825053,NA,NA,NA,0.733960822694458,NA,NA,0.11854694648049
"284","B06B C06B T19A",NA,NA,NA,NA,NA,NA,0.422397975105083,NA,NA,NA,0.354059671241704,NA,NA,0.217128602573635
"285","B06B C06B T91H",NA,NA,NA,NA,NA,NA,0.100856981260133,NA,NA,NA,0.235037894498699,NA,NA,0.647205309000415
"286","B06B C06B T91Q",NA,NA,NA,NA,NA,NA,0.334405991148855,NA,NA,NA,0.116330584410919,NA,NA,0.54786635178866
"287","B06B C06B T99A",NA,NA,NA,NA,NA,NA,0.562564393511981,NA,NA,NA,0.32624903640415,NA,NA,0.10773555238956
"288","B06B C06B TB9BK",NA,NA,NA,NA,NA,NA,0.272161741835148,NA,NA,NA,0.524213325079473,NA,NA,0.203624933085379
"289","B06B C06B W2BB",NA,NA,NA,NA,NA,NA,0.43035957632433,NA,NA,NA,0.128919701259691,NA,NA,NA
"290","B06B C06B Y06A",NA,NA,NA,NA,NA,NA,0.414066785491487,NA,NA,NA,0.350760652011664,NA,NA,NA
"291","B06B C06B Y61A",NA,NA,NA,NA,NA,NA,0.211260353408951,NA,NA,NA,0.568983500656385,NA,NA,NA
"292","B06B C06ZL",NA,NA,NA,NA,NA,NA,0.500495289358496,NA,NA,NA,0.492069130969611,NA,NA,NA
"293","B06B C06ZL S15B",0.203685531040355,NA,NA,NA,NA,NA,0.519176296455502,NA,NA,NA,0.200791074315143,NA,NA,NA
"294","B06B C09B",NA,NA,NA,NA,NA,NA,0.597264945098248,NA,NA,NA,0.402548152061426,NA,NA,NA
"295","B06B C09B M06B",NA,NA,NA,NA,NA,0.542596176903288,0.117425066365432,NA,NA,NA,0.33945848949117,NA,NA,NA
"296","B06B C09B M06G",NA,NA,NA,NA,NA,0.580294589826202,0.14647839384696,NA,NA,NA,0.273134613654159,NA,NA,NA
"297","B06B C5AE",NA,NA,NA,NA,NA,NA,0.675972720403867,NA,NA,NA,0.316230879975295,NA,NA,NA
"298","B06B C5AE S03E",NA,NA,NA,NA,NA,NA,0.292239973866009,NA,NA,NA,0.124485780613116,NA,0.434214036540716,NA
"299","B06B C5BE",NA,NA,NA,NA,NA,NA,0.29353760356234,NA,NA,NA,0.696912649823005,NA,NA,NA
"300","B06B C5BE S01E",NA,NA,NA,NA,NA,NA,0.176576384627118,0.570772397484427,NA,NA,0.179697679923279,NA,NA,NA
"301","B06B C5CE",NA,NA,NA,NA,NA,NA,0.68602212608301,NA,NA,NA,0.304752225426267,NA,NA,NA
"302","B06B C5CE D09D",NA,NA,NA,0.584417752303617,NA,NA,0.295024525632007,NA,NA,NA,0.1192688426971,NA,NA,NA
"303","B06B C5CE M06B",NA,NA,NA,NA,NA,0.423628551139837,0.402991234119723,NA,NA,NA,0.173083296930069,NA,NA,NA
"304","B06B C5CE M06B S03H",NA,NA,NA,NA,NA,0.360398224809764,0.300950443439593,NA,NA,NA,0.140772972463685,NA,0.173939362619699,NA
"305","B06B C5CE M06G",NA,NA,NA,NA,NA,0.301264753911502,0.577015588032462,NA,NA,NA,NA,NA,NA,NA
"306","B06B C5CE M26B",NA,NA,NA,NA,NA,0.398637252158153,0.481163559514252,NA,NA,NA,0.107702984414526,NA,NA,NA
"307","B06B C5CE P09E",NA,NA,NA,NA,NA,NA,0.583786970895502,NA,NA,NA,0.110838546496627,NA,NA,NA
"308","B06B C5CE S01E",NA,NA,NA,NA,NA,NA,0.270809828857712,0.433015046967941,NA,NA,0.181303887613082,NA,NA,NA
"309","B06B C5CE S03E",NA,NA,NA,NA,NA,NA,0.277615125499343,NA,NA,NA,0.154019764644519,NA,0.408121026691137,NA
"310","B06B C5CE S03H",NA,NA,NA,NA,NA,NA,0.369571468843599,NA,NA,NA,0.168764130046044,NA,0.42794322291167,NA
"311","B06B C5CE S03T",NA,NA,NA,NA,NA,NA,0.113750389277483,NA,NA,NA,0.109125233744474,NA,0.769454873204874,NA
"312","B06B C5DE",NA,NA,NA,NA,NA,NA,0.668983775632566,NA,NA,NA,0.320774763614979,NA,NA,NA
"313","B06B C5DE M06B",NA,NA,NA,NA,NA,0.176207213950306,0.695735333894612,NA,NA,NA,0.120770989288656,NA,NA,NA
"314","B06B C5DE M06B S03H",NA,NA,NA,NA,NA,0.21162256854054,0.319113234946344,NA,NA,NA,0.129810564365472,NA,0.158395676012449,NA
"315","B06B C5DE M26B",NA,NA,NA,NA,NA,NA,0.30556631147876,NA,NA,NA,0.36132882715951,NA,NA,NA
"316","B06B C5DE S03E",NA,NA,NA,NA,NA,NA,0.259094646043274,NA,NA,NA,0.132558040486812,NA,0.397989940889774,NA
"317","B06B C5DE S03H",NA,NA,NA,NA,NA,NA,0.487275369783295,NA,NA,NA,0.160705437301862,NA,0.283586268955371,NA
"318","B06B C61A",NA,NA,NA,NA,NA,NA,0.563509137376206,NA,NA,NA,0.425505878828025,NA,NA,NA
"319","B06B C61A C61C",NA,NA,NA,NA,NA,NA,0.473727353363226,NA,NA,NA,0.513698746212441,NA,NA,NA
"320","B06B C61A D9AA K59A",NA,NA,NA,0.386594178364514,0.188842016450339,NA,0.160171362785622,NA,NA,NA,0.145626384584731,NA,NA,0.11666657647568
"321","B06B C61A D9AA K69A",NA,NA,NA,0.248448010499066,NA,NA,0.219981233828826,NA,NA,NA,0.28858420338835,NA,NA,0.214816488977989
"322","B06B C61A D9AA Y06A",NA,NA,NA,0.175433507156852,NA,NA,0.594527203119222,NA,NA,NA,0.109194245761834,NA,NA,NA
"323","B06B C61A D9BA",NA,NA,NA,0.181443666971367,NA,NA,0.579021801217656,NA,NA,NA,0.231622426642175,NA,NA,NA
"324","B06B C61A G01A S01A",NA,NA,NA,NA,NA,NA,0.345138359334241,0.242645497090207,NA,NA,0.131997827365711,0.234984216068013,NA,NA
"325","B06B C61A K49A",NA,NA,NA,NA,NA,NA,0.364887655089465,NA,NA,NA,0.36138369991701,NA,NA,0.193760001549199
"326","B06B C61A K49A S01A",NA,0.108472594486585,NA,NA,NA,NA,0.305459387217231,0.191897571569082,NA,NA,0.209965876740019,NA,NA,NA
"327","B06B C61A K49A S03A",NA,NA,NA,NA,0.127912599733005,NA,0.165025982429273,NA,NA,NA,0.412029365945464,NA,0.158830916336603,NA
"328","B06B C61A K49A S03T",NA,NA,NA,NA,NA,NA,0.258757435053011,NA,NA,NA,0.29693006128979,NA,0.243942288306297,0.146671346954274
"329","B06B C61A K49A S15B",NA,NA,0.128877887033549,NA,NA,NA,0.165772686463904,NA,NA,NA,0.413134860066418,NA,NA,0.245586735530602
"330","B06B C61A K59A",NA,NA,NA,NA,0.175410459447111,NA,0.439909079253898,NA,NA,NA,0.28553069986416,NA,NA,NA
"331","B06B C61A K69A",NA,NA,NA,NA,0.212942523289436,NA,0.324834020281034,NA,NA,NA,0.210357525850226,NA,NA,0.246172398659494
"332","B06B C61A K69A S01A",NA,NA,NA,NA,0.134208919035044,NA,0.321830553760229,0.28477603718406,NA,NA,0.119548075950556,NA,NA,NA
"333","B06B C61A K69A S15B",NA,NA,NA,NA,NA,NA,0.261987161072827,NA,NA,NA,0.414046754313979,NA,NA,0.14480044943819
"334","B06B C61A P17A",NA,NA,NA,NA,NA,NA,0.161101411860301,NA,NA,NA,0.631840333089625,NA,NA,NA
"335","B06B C61A S01A",NA,0.288699195454915,NA,NA,NA,NA,0.251975790935777,0.263617517971817,NA,NA,0.163922624391435,NA,NA,NA
"336","B06B C61A S03A",NA,NA,NA,NA,NA,NA,0.363574594216078,NA,NA,NA,0.216907249338833,NA,0.248373439973724,NA
"337","B06B C61A S03T",NA,NA,NA,NA,NA,NA,0.319002363879548,NA,NA,NA,0.44352088040228,NA,0.233106933343026,NA
"338","B06B C61A S04D",NA,NA,NA,NA,NA,NA,0.213125758109815,NA,NA,NA,0.572574707135985,NA,0.195474107923478,NA
"339","B06B C61A S04D S15B",NA,0.128818356152509,0.111987975052432,NA,NA,NA,0.132341860526058,NA,NA,NA,0.465231242161038,NA,0.135785011463715,NA
"340","B06B C61A S15B",0.109876920955768,NA,0.119842093268398,NA,NA,NA,0.364251285275731,NA,NA,NA,0.366360964499431,NA,NA,NA
"341","B06B C61A S15B T19A",0.278423429770064,NA,0.17000188946211,NA,NA,NA,0.236339351793946,NA,NA,NA,0.167506082168803,NA,NA,0.13547024575147
"342","B06B C61A S15B Y06A",0.113948854891243,NA,0.100894770602451,NA,NA,NA,0.223775743625714,NA,NA,NA,0.389200077459461,NA,NA,NA
"343","B06B C61B",NA,NA,NA,NA,NA,NA,0.545050250312106,NA,NA,NA,0.449938697518687,NA,NA,NA
"344","B06B C61B C61C P09A",NA,NA,NA,NA,NA,NA,0.259373952904978,NA,NA,NA,0.510834370738247,NA,NA,NA
"345","B06B C61B C61C P91A",NA,NA,NA,NA,NA,NA,0.228111783393697,NA,NA,NA,0.531483682598595,NA,NA,NA
"346","B06B C61B D91B T91K",NA,NA,NA,0.34215973680168,NA,NA,0.406408338240565,NA,NA,NA,0.137734587024425,NA,NA,0.113472312010344
"347","B06B C61B M06B",NA,NA,NA,NA,NA,NA,0.242686981115815,NA,NA,NA,0.199794731440301,NA,NA,NA
"348","B06B C61B M61B",NA,NA,NA,NA,NA,0.220898694366157,0.378743429629994,NA,NA,NA,0.322367746486696,NA,NA,NA
"349","B06B C61B P09E",NA,NA,NA,NA,NA,NA,0.366470412779111,NA,NA,NA,NA,NA,NA,NA
"350","B06B C61B Q11A",NA,NA,NA,NA,NA,NA,0.349967610056854,NA,NA,NA,0.22181733657216,NA,NA,NA
"351","B06B C61B S01A",NA,NA,NA,NA,NA,NA,0.327949943885677,0.179446484623672,NA,NA,0.412104046013236,NA,NA,NA
"352","B06B C61B S01E",NA,NA,NA,NA,NA,NA,0.267991014447129,0.351279807227761,NA,NA,0.365064018319011,NA,NA,NA
"353","B06B C61B S03A",NA,NA,NA,NA,NA,NA,0.207831801996784,NA,NA,NA,0.468221906510513,NA,0.209372510975429,NA
"354","B06B C61B S03T",NA,NA,NA,NA,NA,NA,0.731695511082684,NA,NA,NA,0.128342296990614,NA,0.128071601575309,NA
"355","B06B C61B S05B S15B",NA,NA,0.41812242314326,NA,NA,NA,0.21174519954326,NA,NA,NA,0.294742447890751,NA,NA,NA
"356","B06B C61B S15B",0.245587612143776,NA,0.227715473469814,NA,NA,NA,0.191276561841716,NA,NA,NA,0.323906772610673,NA,NA,NA
"357","B06B C61B T91Q",NA,NA,NA,NA,NA,NA,0.308614834524035,NA,NA,NA,0.241472160118789,NA,NA,0.439267930512623
"358","B06B C61B W22B",NA,NA,NA,NA,NA,NA,0.318256189143657,NA,NA,NA,0.298400551505831,NA,NA,NA
"359","B06B C61C",NA,NA,NA,NA,NA,NA,0.665796327696975,NA,NA,NA,0.324005196110541,NA,NA,NA
"360","B06B C61C D9CA G01A L21A",NA,NA,NA,0.113306087228186,NA,NA,0.248931114189322,NA,NA,NA,0.298979593516222,0.321207511308175,NA,NA
"361","B06B C61C D9CA S15B",NA,NA,0.261951067546295,0.161849335352501,NA,NA,0.129808574313032,NA,NA,NA,0.363059389006736,NA,NA,NA
"362","B06B C61C G01A",NA,NA,NA,NA,NA,NA,0.130628779735514,NA,NA,NA,0.276941633142838,0.587995195389292,NA,NA
"363","B06B C61C K39A S01A",NA,0.353869283714917,NA,NA,0.121577980574948,NA,0.168903210887182,0.230787114134227,NA,NA,0.111544956540117,NA,NA,NA
"364","B06B C61C P91A",NA,NA,NA,NA,NA,NA,0.267329559150852,NA,NA,NA,0.567965992102104,NA,NA,NA
"365","B06B C61C P91A S01A",NA,0.170548394860676,NA,NA,NA,NA,0.106725731826381,0.421912794906081,NA,NA,0.165119616997786,NA,NA,NA
"366","B06B C61C S01A",NA,0.172242165995145,NA,NA,NA,NA,0.270757626573775,0.376374724695518,NA,NA,0.133505046669714,NA,NA,NA
"367","B06B C61C S15B",NA,NA,0.259068960265165,NA,NA,NA,0.173464481639934,NA,NA,NA,0.452208564185024,NA,NA,NA
"368","B06B C91B",NA,NA,NA,NA,NA,NA,0.492091600963855,NA,NA,NA,0.507908399036145,NA,NA,NA
"369","B06B C91B K91T",NA,NA,NA,NA,0.609326268944826,NA,0.145126989490015,NA,NA,NA,0.245546741565159,NA,NA,NA
"370","B06B C91B M06B",NA,NA,NA,NA,NA,0.162307758968317,0.650703076613637,NA,NA,NA,0.186989164418046,NA,NA,NA
"371","B06B C91B S03T",NA,NA,NA,NA,NA,NA,0.293737192176892,NA,NA,NA,0.471588958336547,NA,0.228236764409557,NA
"372","B06B C91C",NA,NA,NA,NA,NA,NA,0.499630411263838,NA,NA,NA,0.49936000430549,NA,NA,NA
"373","B06B C91C G01A S01A",NA,NA,NA,NA,NA,NA,0.224814585079372,0.191227368078151,NA,NA,0.141396233427953,0.248025299917756,0.144580244633804,NA
"374","B06B C91C T19A",NA,NA,NA,NA,NA,NA,0.461480590019189,NA,NA,NA,0.319772076944423,NA,NA,0.216659998939609
"375","B06B D09A",NA,NA,NA,0.680318193843008,NA,NA,0.318763015312386,NA,NA,NA,NA,NA,NA,NA
"376","B06B D09A G34Z",NA,NA,NA,0.105469058898131,NA,NA,0.21348144279906,NA,NA,NA,NA,0.624917602297736,NA,NA
"377","B06B D09A K19A",NA,NA,NA,0.218080275859354,0.328995742038578,NA,0.452923982102068,NA,NA,NA,NA,NA,NA,NA
"378","B06B D09A K69A",NA,NA,NA,0.436449897799676,NA,NA,0.226948049637923,NA,NA,NA,NA,NA,NA,0.250230658382572
"379","B06B D09A L21A L21C",NA,NA,NA,0.299661230790262,NA,NA,0.175820899454324,NA,NA,NA,NA,0.524188926134357,NA,NA
"380","B06B D09A L21C",NA,NA,NA,0.227906504448779,NA,NA,0.276897677306964,NA,NA,NA,NA,0.494825363018057,NA,NA
"381","B06B D09A M06B",NA,NA,NA,0.662267909945952,NA,0.216778167441235,0.120304292887051,NA,NA,NA,NA,NA,NA,NA
"382","B06B D09A M06B S05B",NA,NA,0.15190614597887,0.414979650273147,NA,0.260439408276568,0.107111483628919,NA,NA,NA,NA,NA,NA,NA
"383","B06B D09A P09B",NA,NA,NA,0.278596434277632,NA,NA,0.307446283179795,NA,NA,NA,NA,NA,NA,NA
"384","B06B D09A Q11A",NA,NA,NA,0.69808343709578,NA,NA,0.17851911848261,NA,NA,NA,NA,NA,NA,NA
"385","B06B D09A S03A",NA,NA,0.109786995702685,0.248893498121795,NA,NA,0.285572888113219,NA,NA,NA,NA,NA,0.251170981965869,NA
"386","B06B D09A S03A T19A",NA,NA,0.160996560451094,0.122027157029224,NA,NA,0.135129826758592,NA,NA,NA,NA,NA,0.312976025596489,0.187365471588302
"387","B06B D09A S05B",NA,NA,0.171004029960199,0.455696199116766,NA,NA,0.36189065851333,NA,NA,NA,NA,NA,NA,NA
"388","B06B D09A S05B T10A",NA,NA,0.372915288903293,0.303631218548673,NA,NA,0.150657877448769,NA,NA,NA,NA,NA,NA,0.112700314020558
"389","B06B D09A S15B",0.126781371977599,NA,0.176920480723108,0.445897143157136,NA,NA,0.242894876651156,NA,NA,NA,NA,NA,NA,NA
"390","B06B D09A T10A",NA,NA,NA,0.689280508930408,NA,NA,0.136765182516333,NA,NA,NA,NA,NA,NA,0.173954308553259
"391","B06B D09A T19A",NA,NA,NA,0.25890750138394,NA,NA,0.186090300910023,NA,NA,NA,NA,NA,NA,0.555002197706037
