"","strategy.permit","CHNK_earn.bySpec","CHUM_earn.bySpec","COHO_earn.bySpec","DCRB_earn.bySpec","KCRB_earn.bySpec","PCOD_earn.bySpec","PHLB_earn.bySpec","PINK_earn.bySpec","PLCK_earn.bySpec","POUND_earn.bySpec","SABL_earn.bySpec","SAC_earn.bySpec","SOCK_earn.bySpec","TCRB_earn.bySpec"
"433","B06B D09M",NA,NA,NA,0.435463288455796,NA,NA,0.564536711544204,NA,NA,NA,NA,NA,NA,NA
"434","B06B D09M M07B M09B",NA,NA,NA,0.195422913288393,NA,0.222781157436242,0.23027498940348,NA,0.350937802846582,NA,NA,NA,NA,NA
"435","B06B D09M M26G S04M",NA,NA,NA,0.221852129958866,NA,0.249287383229827,0.205133284288876,NA,NA,NA,NA,NA,0.250775341066281,NA
"436","B06B D09M M26G S04M T09M",NA,NA,NA,0.235491086703276,NA,0.168278034638803,0.119957725944001,NA,NA,NA,NA,NA,0.262982385944178,0.1739415988465
"437","B06B D09M S04M",NA,NA,NA,0.365340270881845,NA,NA,0.283174545447808,NA,NA,NA,NA,NA,0.310778814394516,NA
"438","B06B D09M S04M T09L",NA,NA,NA,0.269462970515211,NA,NA,0.250666909582991,NA,NA,NA,NA,NA,0.263098002833895,0.209901500133816
"439","B06B D10A",NA,NA,NA,0.622200180754536,NA,NA,0.368713151686988,NA,NA,NA,NA,NA,NA,NA
"440","B06B D91B",NA,NA,NA,0.540512069502602,NA,NA,0.459487930497398,NA,NA,NA,NA,NA,NA,NA
"441","B06B D91D D9AA",NA,NA,NA,0.467162607406246,NA,NA,0.532837392593754,NA,NA,NA,NA,NA,NA,NA
"442","B06B D91J",NA,NA,NA,0.259917509735084,NA,NA,0.724829828696702,NA,NA,NA,NA,NA,NA,NA
"443","B06B D91J S04K",NA,NA,NA,0.273858449672057,NA,NA,0.256172595093157,NA,NA,NA,NA,NA,0.437090274731908,NA
"444","B06B D91M M26B S04M",NA,NA,NA,0.237639072134848,NA,0.102957318347026,0.264214134475688,0.183377065353029,NA,NA,NA,NA,0.107341210148731,NA
"445","B06B D99B",NA,NA,NA,0.250951934500451,NA,NA,0.749048065499549,NA,NA,NA,NA,NA,NA,NA
"446","B06B D99B S05B",0.112359023218049,NA,NA,0.562029784058536,NA,NA,0.325611192723416,NA,NA,NA,NA,NA,NA,NA
"447","B06B D9AA",NA,NA,NA,0.617105508342327,NA,NA,0.380513597399043,NA,NA,NA,NA,NA,NA,NA
"448","B06B D9AA D9BA M06G",NA,NA,NA,0.615580025720246,NA,0.149061274879868,0.235358699399886,NA,NA,NA,NA,NA,NA,NA
"449","B06B D9AA K29A S01A",NA,0.210994996961563,NA,0.234849182957908,0.214228262846362,NA,0.115883576469407,0.196713512532291,NA,NA,NA,NA,NA,NA
"450","B06B D9AA K49A",NA,NA,NA,0.519399351244149,NA,NA,0.28809136420292,NA,NA,NA,NA,NA,NA,0.141158464299544
"451","B06B D9AA K49A S01A",NA,0.122968170683006,NA,0.16282923770381,NA,NA,0.163228865554908,0.363972817582499,NA,NA,NA,NA,NA,NA
"452","B06B D9AA K49A S01E",NA,NA,NA,0.13235653706468,NA,NA,0.199214695522989,0.435001745420251,NA,NA,NA,NA,NA,0.232430134451752
"453","B06B D9AA K49A S03A",NA,NA,NA,0.217926531084571,NA,NA,0.40275465491607,NA,NA,NA,NA,NA,NA,0.206557309202055
"454","B06B D9AA K49A S03T",NA,NA,NA,0.221249784744104,NA,NA,0.287341317235751,NA,NA,NA,NA,NA,0.231120719943275,0.257028046075438
"455","B06B D9AA K59A S01A",NA,0.140610158579056,NA,0.243525666814439,0.230068129533313,NA,0.1228349224517,0.197103816500756,NA,NA,NA,NA,NA,NA
"456","B06B D9AA K69A",NA,NA,NA,0.454260620612652,0.159743376010919,NA,0.224970244746669,NA,NA,NA,NA,NA,NA,0.158655721681105
"457","B06B D9AA K69A S01A",NA,NA,NA,0.220731337352242,0.198604162191743,NA,0.227674545479614,0.17769122698913,NA,NA,NA,NA,NA,NA
"458","B06B D9AA K69A S03A",NA,NA,NA,0.290402687301011,0.136350812496029,NA,0.221245168128947,NA,NA,NA,NA,NA,NA,0.206260521028852
"459","B06B D9AA K69A S15B",NA,NA,NA,0.400607444010347,0.100152683181414,NA,0.181949762394857,NA,NA,NA,NA,NA,NA,0.153766986636586
"460","B06B D9AA L21A",NA,NA,NA,0.593436961834866,NA,NA,0.215623823947906,NA,NA,NA,NA,0.188567131634474,NA,NA
"461","B06B D9AA M06G",NA,NA,NA,0.225616514388795,NA,0.393746307497665,0.379112904561007,NA,NA,NA,NA,NA,NA,NA
"462","B06B D9AA P09A",NA,NA,NA,0.671837877874461,NA,NA,0.185249804470954,NA,NA,NA,NA,NA,NA,NA
"463","B06B D9AA P09A S15B",NA,NA,0.145050563618323,0.30800673216446,NA,NA,0.424956374193419,NA,NA,NA,NA,NA,NA,NA
"464","B06B D9AA P91A",NA,NA,NA,0.260923259140429,NA,NA,0.500159578358658,NA,NA,NA,NA,NA,NA,NA
"465","B06B D9AA P91A S03A",NA,NA,NA,0.128520353176977,NA,NA,0.455137563743837,NA,NA,NA,NA,NA,NA,NA
"466","B06B D9AA P91A S15B",NA,NA,0.151064120185579,0.223205566915497,NA,NA,0.457867087263507,NA,NA,NA,NA,NA,NA,NA
"467","B06B D9AA Q11A",NA,NA,NA,0.486533935146999,NA,NA,0.263251586069959,NA,NA,NA,NA,NA,NA,NA
"468","B06B D9AA S01A",NA,0.152088984020973,NA,0.241159175647395,NA,NA,0.288113351087694,0.27793759970419,NA,NA,NA,NA,NA,NA
"469","B06B D9AA S01A T19A",NA,0.124975428863466,NA,0.257659906344379,NA,NA,0.12346362338438,0.191696190801821,NA,NA,NA,NA,NA,0.284354370303401
"470","B06B D9AA S01E",NA,0.113426413239239,NA,0.38777598962929,NA,NA,0.158238772367564,0.289072595111206,NA,NA,NA,NA,NA,NA
"471","B06B D9AA S03A",NA,0.173794619720299,NA,0.422612911652472,NA,NA,0.276936435903664,NA,NA,NA,NA,NA,NA,NA
"472","B06B D9AA S03T",NA,NA,NA,0.3968890241215,NA,NA,0.281225595494521,NA,NA,NA,NA,NA,0.317666437796027,NA
"473","B06B D9AA S15B",0.136175672189172,NA,0.390698960848768,0.292852546974722,NA,NA,0.178948760258478,NA,NA,NA,NA,NA,NA,NA
"474","B06B D9AA T10A",NA,NA,NA,0.608794124953252,NA,NA,0.252219705406167,NA,NA,NA,NA,NA,NA,0.135908588036667
"475","B06B D9BA",NA,NA,NA,0.694279014659489,NA,NA,0.304902371943231,NA,NA,NA,NA,NA,NA,NA
"476","B06B D9BA D9DA",NA,NA,NA,0.484019319275849,NA,NA,0.491642023560877,NA,NA,NA,NA,NA,NA,NA
"477","B06B D9BA G34A S03A",NA,0.176655995357267,NA,0.15961069541102,NA,NA,0.38928632248919,NA,NA,NA,NA,0.171681516118751,NA,NA
"478","B06B D9BA J11A Q11A",NA,NA,NA,0.266251791781496,NA,NA,0.244152189126996,NA,NA,NA,NA,NA,NA,NA
"479","B06B D9BA J11A Q11A S03A",NA,0.120239243149255,NA,0.225529274513884,NA,NA,0.20142746746433,NA,NA,NA,NA,NA,NA,NA
"480","B06B D9BA K49A",NA,NA,NA,0.608971127057962,NA,NA,0.181757928331664,NA,NA,NA,NA,NA,NA,0.209270944610374
"481","B06B D9BA K69A",NA,NA,NA,0.490137920428819,NA,NA,0.307965011072022,NA,NA,NA,NA,NA,NA,0.153036294037244
"482","B06B D9BA K69A S03A",NA,NA,0.103514563717491,0.208471616180804,NA,NA,0.257209393779446,NA,NA,NA,NA,NA,NA,0.287473543602441
"483","B06B D9BA L21A",NA,NA,NA,0.622500582609717,NA,NA,0.198314110443787,NA,NA,NA,NA,0.17864493971494,NA,NA
"484","B06B D9BA P09A",NA,NA,NA,0.395691550141525,NA,NA,0.266888987600238,NA,NA,NA,NA,NA,NA,NA
"485","B06B D9BA P17A",NA,NA,NA,0.747748568822214,NA,NA,0.141141013668393,NA,NA,NA,NA,NA,NA,NA
"486","B06B D9BA P17A P91A S03A",NA,NA,NA,0.276487343346357,NA,NA,0.276792647783106,NA,NA,NA,NA,NA,NA,NA
"487","B06B D9BA P17A S03A",NA,NA,NA,0.309521535992648,NA,NA,0.299203112244015,NA,NA,NA,NA,NA,NA,NA
"488","B06B D9BA P91A",NA,NA,NA,0.728671684325334,NA,NA,0.112589469140401,NA,NA,NA,NA,NA,NA,NA
"489","B06B D9BA P91A S01A",NA,NA,NA,0.341762552241082,NA,NA,0.300551243401023,0.187475377403175,NA,NA,NA,NA,NA,NA
"490","B06B D9BA P91A S03A",NA,0.154245683556883,NA,0.29609203559606,NA,NA,0.260614247393249,NA,NA,NA,NA,NA,NA,NA
"491","B06B D9BA P91A S03T",NA,NA,NA,0.10466555710441,NA,NA,0.168344390415706,NA,NA,NA,NA,NA,0.286380429646065,NA
"492","B06B D9BA Q11A",NA,NA,NA,0.727278182185487,NA,NA,0.163021382122063,NA,NA,NA,NA,NA,NA,NA
"493","B06B D9BA S01A",NA,0.24101277152109,NA,0.133424451427042,NA,NA,0.1723461844493,0.297908665590181,NA,NA,NA,NA,0.140047284080396,NA
"494","B06B D9BA S03A",NA,0.18205043450475,NA,0.375412317924363,NA,NA,0.291798127411949,NA,NA,NA,NA,NA,NA,NA
"495","B06B D9BA S03T",NA,NA,NA,0.245194764620649,NA,NA,0.308420737000715,NA,NA,NA,NA,NA,0.440951702095934,NA
"496","B06B D9BA S15B",0.104190896813136,NA,0.14302113053794,0.411881720952458,NA,NA,0.258356934217728,NA,NA,NA,NA,NA,NA,NA
"497","B06B D9BA T19A",NA,NA,NA,0.43191051675087,NA,NA,0.231686419279452,NA,NA,NA,NA,NA,NA,0.335889024936777
"498","B06B D9CA",NA,NA,NA,0.482276524910555,NA,NA,0.513431436935968,NA,NA,NA,NA,NA,NA,NA
"499","B06B D9CA G34A",NA,NA,NA,0.385717967045142,NA,NA,0.391495173313821,NA,NA,NA,NA,0.221592671678339,NA,NA
"500","B06B D9CA G34A S03A",NA,0.1432933511818,0.163844654886194,0.183413396170664,NA,NA,0.246115899926312,NA,NA,NA,NA,0.126755376669302,NA,NA
"501","B06B D9CA J11A",NA,NA,NA,0.424402015619764,NA,NA,0.186974937924754,NA,NA,NA,NA,NA,NA,NA
"502","B06B D9CA J11A Q11A",NA,NA,NA,0.296410012452031,NA,NA,0.325682863808162,NA,NA,NA,NA,NA,NA,NA
"503","B06B D9CA K29A S03A",NA,NA,NA,0.274819747455654,0.173405579935697,NA,0.359083020685651,NA,NA,NA,NA,NA,NA,NA
"504","B06B D9CA K49A",NA,NA,NA,0.214790089798552,0.141186573247743,NA,0.114776969622771,NA,NA,NA,NA,NA,NA,0.528962014663736
"505","B06B D9CA K49A S03A",NA,0.101729750876543,NA,0.158796862930698,NA,NA,0.12065001546512,NA,NA,NA,NA,NA,0.144674291748997,0.459942356060619
"506","B06B D9CA K69A S01A",NA,NA,NA,0.301872153833028,0.263870724535977,NA,0.217303257668684,0.155062177808188,NA,NA,NA,NA,NA,NA
"507","B06B D9CA K69A S03A",NA,0.133629588566167,NA,0.172916402108394,0.219324267019711,NA,0.348379130357233,NA,NA,NA,NA,NA,NA,NA
"508","B06B D9CA L21A",NA,NA,NA,0.440723445747018,NA,NA,0.345733481521744,NA,NA,NA,NA,0.212637238270446,NA,NA
"509","B06B D9CA L21A L21C S03A",NA,NA,NA,0.165628665356087,NA,NA,0.240960917983945,NA,NA,NA,NA,0.305686609234278,NA,NA
"510","B06B D9CA L21A S03A",NA,NA,NA,0.269625451059358,NA,NA,0.216962986335566,NA,NA,NA,NA,0.242566147351482,0.103267630437257,NA
"511","B06B D9CA L21C",NA,NA,NA,0.600133570908347,NA,NA,0.244704688625044,NA,NA,NA,NA,0.154853466556737,NA,NA
"512","B06B D9CA L21C P91A",NA,NA,NA,0.338683211513628,NA,NA,0.320329308876632,NA,NA,NA,NA,0.218630108740674,NA,NA
"513","B06B D9CA M06B",NA,NA,NA,0.461960775037011,NA,NA,0.434170348072757,NA,NA,NA,NA,NA,NA,NA
"514","B06B D9CA P09A S03A",NA,NA,NA,0.200667883070349,NA,NA,0.418023731261347,NA,NA,NA,NA,NA,0.155104567436372,NA
"515","B06B D9CA P91A",NA,NA,NA,0.472399418345392,NA,NA,0.250140211513858,NA,NA,NA,NA,NA,NA,NA
"516","B06B D9CA P91A Q11A",NA,NA,NA,0.423459163700591,NA,NA,0.119187182782043,NA,NA,NA,NA,NA,NA,NA
"517","B06B D9CA P91A S03A",NA,0.166656703372087,NA,0.215532016363476,NA,NA,0.22753212767402,NA,NA,NA,NA,NA,NA,NA
"518","B06B D9CA Q11A",NA,NA,NA,0.432406980385956,NA,NA,0.230528995337515,NA,NA,NA,NA,NA,NA,NA
"519","B06B D9CA S01A",NA,0.136509854789112,NA,0.105395041303107,NA,NA,0.152639927256564,0.587744299851695,NA,NA,NA,NA,NA,NA
"520","B06B D9CA S03A",NA,0.19522243000789,NA,0.27728411449859,NA,NA,0.306244725461525,NA,NA,NA,NA,NA,NA,NA
"521","B06B D9CA S05B",0.111823606062684,NA,NA,0.659893108048193,NA,NA,0.228283285889123,NA,NA,NA,NA,NA,NA,NA
"522","B06B D9CA S15B",0.166379319656203,NA,0.169613897808376,0.3428953573889,NA,NA,0.289570557098198,NA,NA,NA,NA,NA,NA,NA
"523","B06B D9DA",NA,NA,NA,0.507294993482343,NA,NA,0.489973284190099,NA,NA,NA,NA,NA,NA,NA
"524","B06B D9DA G34A",NA,NA,NA,0.120077056034199,NA,NA,0.552868102101602,NA,NA,NA,NA,0.321753865932874,NA,NA
"525","B06B D9DA G34A L21A",NA,NA,NA,0.274905883633188,NA,NA,0.381095730774158,NA,NA,NA,NA,0.32550749831603,NA,NA
"526","B06B D9DA K29A S15B",NA,NA,0.198778934679152,0.438586799923464,0.23948229514978,NA,0.104854221069516,NA,NA,NA,NA,NA,NA,NA
"527","B06B D9DA L21A",NA,NA,NA,0.186211130938317,NA,NA,0.480162537718988,NA,NA,NA,NA,0.332464535861451,NA,NA
"528","B06B D9DA L21A L21C",NA,NA,NA,0.188626510424507,NA,NA,0.22365990708057,NA,NA,NA,NA,0.581260795171761,NA,NA
"529","B06B D9DA L21A L21C P91A",NA,NA,NA,0.143021896318344,NA,NA,0.268100624514711,NA,NA,NA,NA,0.421928768362544,NA,NA
"530","B06B D9DA L21A P91A",NA,NA,NA,0.166185132786224,NA,NA,0.287171555242132,NA,NA,NA,NA,0.422228930660711,NA,NA
"531","B06B D9DA P09A",NA,NA,NA,0.306854766224782,NA,NA,0.49537167657782,NA,NA,NA,NA,NA,NA,NA
"532","B06B D9DA P91A",NA,NA,NA,0.249237988029422,NA,NA,0.358789064893569,NA,NA,NA,NA,NA,NA,NA
"533","B06B D9DA Q11A",NA,NA,NA,0.260029050603487,NA,NA,0.28060339595334,NA,NA,NA,NA,NA,NA,NA
"534","B06B D9DA Q11A S03A",NA,NA,NA,0.367804190539065,NA,NA,0.325975628536523,NA,NA,NA,NA,NA,NA,NA
"535","B06B D9DA S03A",NA,0.146236893417121,0.163079483573169,0.204604939941721,NA,NA,0.211349807896028,NA,NA,NA,NA,NA,0.196450025110843,NA
"536","B06B D9DA S03T",NA,NA,NA,0.101192980646543,NA,NA,0.298572555634947,NA,NA,NA,NA,NA,0.587780761571322,NA
"537","B06B D9DA S05B",0.105178993582539,NA,NA,0.543981720717835,NA,NA,0.290904475301981,NA,NA,NA,NA,NA,NA,NA
"538","B06B D9DA S15B",0.224943379237964,NA,0.197015587831119,0.190221206430582,NA,NA,0.328831092879801,NA,NA,NA,NA,NA,NA,NA
"539","B06B D9DA T10A",NA,NA,NA,0.707066290416321,NA,NA,0.176897465097837,NA,NA,NA,NA,NA,NA,0.116036244485842
"540","B06B E09B",NA,NA,NA,NA,NA,NA,0.75496291276502,NA,NA,NA,NA,NA,NA,NA
"541","B06B G01A",NA,NA,NA,NA,NA,NA,0.379554386299887,NA,NA,NA,NA,0.616071842075145,NA,NA
"542","B06B G01A G01T S01E",NA,0.111200120983505,NA,NA,NA,NA,0.186607141850519,0.164871358695969,NA,NA,NA,0.526047397586205,NA,NA
"543","B06B G01A G01T S01H",NA,NA,NA,NA,NA,NA,0.167604324567558,NA,NA,NA,NA,0.551648944899458,0.203668746088442,NA
"544","B06B G01A H01A S01A",NA,0.127131659593831,NA,NA,NA,NA,0.224453174124931,0.236372640513426,NA,NA,NA,0.154723463628059,NA,NA
"545","B06B G01A K49A",NA,NA,NA,NA,NA,NA,0.52722713287505,NA,NA,NA,NA,0.318528474882475,NA,0.150140346715864
"546","B06B G01A K49A S01A",NA,0.153662538671423,NA,NA,NA,NA,0.219483657619028,0.211783398244564,NA,NA,NA,0.278104323051128,NA,0.124232023838353
"547","B06B G01A K69A S01A",NA,NA,NA,NA,0.105977270947795,NA,0.175250158145396,0.291233676434898,NA,NA,NA,0.274576607917595,NA,NA
"548","B06B G01A L21A S01A",NA,0.220475015266982,NA,NA,NA,NA,0.114691276063721,0.310922316203524,NA,NA,NA,0.31227535781187,NA,NA
"549","B06B G01A P17A S01A",NA,0.10832128893182,NA,NA,NA,NA,0.28001743060673,0.249655176250054,NA,NA,NA,0.209492691557797,NA,NA
"550","B06B G01A S01A",NA,0.18574616127982,NA,NA,NA,NA,0.221049728490711,0.263192286080595,NA,NA,NA,0.265986492669204,NA,NA
"551","B06B G01A S01E",NA,NA,NA,NA,NA,NA,0.179746477194346,0.392207174027203,NA,NA,NA,0.323883100780893,NA,NA
"552","B06B G01A S03A",NA,NA,NA,NA,NA,NA,0.18793255454801,NA,NA,NA,NA,0.566430891104935,NA,NA
"553","B06B G01E S01E S03E",NA,NA,NA,NA,NA,NA,0.158685273678796,0.369814113452889,NA,NA,NA,0.121613687830244,0.209184321787696,NA
"554","B06B G01E S01H",NA,NA,NA,NA,NA,NA,0.118384770886958,0.380627205433943,NA,NA,NA,0.449448812478244,NA,NA
"555","B06B G01H",NA,NA,NA,NA,NA,NA,0.154160541857102,NA,NA,NA,NA,0.844076326606811,NA,NA
"556","B06B G01H S03H",NA,NA,NA,NA,NA,NA,0.203827687610987,NA,NA,NA,NA,0.398915773229812,0.373080385310702,NA
"557","B06B G01K",NA,NA,NA,NA,NA,NA,0.571044543892406,NA,NA,NA,NA,0.428765186624157,NA,NA
"558","B06B G01K G01T",NA,NA,NA,NA,NA,NA,0.545188028549151,NA,NA,NA,NA,0.454811971450849,NA,NA
"559","B06B G01K G01T S01A",NA,NA,NA,NA,NA,NA,0.280976537280195,0.182301936575952,NA,NA,NA,0.466795411749936,NA,NA
"560","B06B G01K G01T S01L",NA,NA,NA,NA,NA,NA,0.273787233570826,NA,NA,NA,NA,0.415402196609424,0.298349404023081,NA
"561","B06B G01K G34K S01K",NA,NA,NA,NA,NA,NA,0.198730950073501,NA,NA,NA,NA,0.614776710917405,0.166250779269468,NA
"562","B06B G01K M09B",NA,NA,NA,NA,NA,0.243022401546739,0.16529927491411,NA,NA,NA,NA,0.591678323539151,NA,NA
"563","B06B G01K M09B S01K",NA,NA,NA,NA,NA,0.259314013086161,0.156506489152971,0.172352753663355,NA,NA,NA,0.210525458427205,0.149788568211507,NA
"564","B06B G01K S01K",NA,NA,NA,NA,NA,NA,0.345714741894672,0.168615465855615,NA,NA,NA,0.27076075862794,0.141379401425529,NA
"565","B06B G01K S01K TB9BK",NA,NA,NA,NA,NA,NA,0.409192985274076,0.227259799028867,NA,NA,NA,0.14173286468836,NA,0.11476028779241
"566","B06B G01K S03T",NA,NA,NA,NA,NA,NA,0.18995614819177,NA,NA,NA,NA,0.439994400218733,0.369199494179382,NA
"567","B06B G01T",NA,NA,NA,NA,NA,NA,0.463654568465013,NA,NA,NA,NA,0.534147946706396,NA,NA
"568","B06B G01T G34K S01K",NA,NA,NA,NA,NA,NA,0.141543225199425,NA,NA,NA,NA,0.323939551121465,0.499222847917551,NA
"569","B06B G01T H07K",NA,NA,NA,NA,NA,NA,0.465678130919188,NA,NA,NA,NA,0.357479897137751,NA,NA
"570","B06B G01T M09B S01M",NA,NA,NA,NA,NA,0.351710764717687,0.199642869871618,NA,NA,NA,NA,0.114250138845328,0.217626785734315,NA
"571","B06B G01T S01A",NA,0.294187551938494,NA,NA,NA,NA,0.191284323164283,0.205560647716027,NA,NA,NA,0.190399009849419,0.105981867288777,NA
"572","B06B G01T S01E",NA,0.233608990722718,NA,NA,NA,NA,0.207147992288019,0.327707030087089,NA,NA,NA,0.205979830079771,NA,NA
"573","B06B G01T S01E S03E",NA,NA,NA,NA,NA,NA,0.171837713760598,0.283964518134391,NA,NA,NA,0.181175472882646,0.234434281308542,NA
"574","B06B G01T S01K",NA,NA,NA,NA,NA,NA,0.236851949975437,0.131623697186867,NA,NA,NA,0.24035817380029,0.281282527566154,NA
"575","B06B G01T S01M",NA,NA,NA,NA,NA,NA,0.183941033290864,0.125729612134409,NA,NA,NA,0.256773118289536,0.341044768305752,NA
"576","B06B G01T S03A",NA,0.124930386156188,NA,NA,NA,NA,0.196944863103683,NA,NA,NA,NA,0.317220130203943,0.170354267238632,NA
"577","B06B G01T S03E",NA,NA,NA,NA,NA,NA,0.145631231606128,NA,NA,NA,NA,0.195162724171105,0.590882829868756,NA
"578","B06B G01T S03M",NA,NA,NA,NA,NA,NA,0.117308655199646,NA,NA,NA,NA,0.103584347663854,0.765680879452766,NA
"579","B06B G01T S03T",NA,NA,NA,NA,NA,NA,0.264893131400424,NA,NA,NA,NA,0.1814977205075,0.548809811703633,NA
"580","B06B G01T S04M",NA,NA,0.108353455235758,NA,NA,NA,0.271575931949194,NA,NA,NA,NA,0.164541021336786,0.436513999746024,NA
"581","B06B G34A",NA,NA,NA,NA,NA,NA,0.624920230851936,NA,NA,NA,NA,0.370256082555666,NA,NA
"582","B06B G34A L21A",NA,NA,NA,NA,NA,NA,0.484403923956961,NA,NA,NA,NA,0.515596076043039,NA,NA
"583","B06B G34A L21C",NA,NA,NA,NA,NA,NA,0.221962980187372,NA,NA,NA,NA,0.778037019812628,NA,NA
"584","B06B G34A P09A S03A",NA,0.110687238441383,NA,NA,NA,NA,0.243787087601088,NA,NA,NA,NA,0.115996105656171,0.241181169641039,NA
"585","B06B G34A Q11A",NA,NA,NA,NA,NA,NA,0.325702053539931,NA,NA,NA,NA,0.376392507198762,NA,NA
"586","B06B G34A S01A S03A",NA,0.436017345347835,NA,NA,NA,NA,0.302067049528833,NA,NA,NA,NA,0.136732178386116,NA,NA
"587","B06B G34A S03A",NA,0.137838927785909,NA,NA,NA,NA,0.323956858819512,NA,NA,NA,NA,0.196034114418123,0.182300515842393,NA
"588","B06B G34A S03A S05B",NA,NA,NA,NA,NA,NA,0.63348079392021,NA,NA,NA,NA,0.141294756884782,NA,NA
"589","B06B G34A S03A S15B",0.100649244769249,0.178378459369529,0.144342577762876,NA,NA,NA,0.243179094032983,NA,NA,NA,NA,0.18449687061517,0.112652972561126,NA
"590","B06B G34A S03A T19A",NA,NA,NA,NA,NA,NA,0.138044147356744,NA,NA,NA,NA,0.240571384200339,0.271485288139976,0.192687709109073
"591","B06B G34A S03T",NA,NA,NA,NA,NA,NA,0.170028542870632,NA,NA,NA,NA,0.139146270613793,0.689857330419145,NA
"592","B06B G34A S15B",NA,NA,0.175806114703332,NA,NA,NA,0.435436983801116,NA,NA,NA,NA,0.325069219764646,NA,NA
"593","B06B G34H",NA,NA,NA,NA,NA,NA,0.47697258522923,NA,NA,NA,NA,0.497480066340539,NA,NA
"594","B06B G34H G34T",NA,NA,NA,NA,NA,NA,0.411146234875586,NA,NA,NA,NA,0.588853765124414,NA,NA
"595","B06B G34H M06B",NA,NA,NA,NA,NA,0.322582986168318,0.299411192443179,NA,NA,NA,NA,NA,NA,NA
"596","B06B G34H S01H",NA,NA,0.432945828050798,NA,NA,NA,0.414028980524457,NA,NA,NA,NA,0.149390091038672,NA,NA
"597","B06B G34H S03H",NA,NA,NA,NA,NA,NA,0.184705815983239,NA,NA,NA,NA,NA,0.568554143339957,NA
"598","B06B G34H S04E",NA,NA,NA,NA,NA,NA,0.334936577038902,NA,NA,NA,NA,NA,NA,NA
"599","B06B G34H S04H",NA,NA,NA,NA,NA,NA,0.250059717882225,NA,NA,NA,NA,0.132894802811151,0.444210713960704,NA
"600","B06B G34K",NA,NA,NA,NA,NA,NA,0.576688790958131,NA,NA,NA,NA,0.419102933358331,NA,NA
"601","B06B G34K M06B T09H",NA,NA,NA,NA,NA,0.122050214185562,0.225867988727238,NA,NA,NA,NA,0.302052656720294,NA,0.350029140366906
"602","B06B G34K M26B",NA,NA,NA,NA,NA,0.181383933133704,0.606563341055134,NA,NA,NA,NA,0.212052725811162,NA,NA
"603","B06B G34K M26B S04K",NA,NA,NA,NA,NA,0.318846799406527,0.199327841376935,NA,NA,NA,NA,0.208361618970872,0.224928138317431,NA
"604","B06B G34K S01K",NA,NA,NA,NA,NA,NA,0.36182314231895,0.176498988696594,NA,NA,NA,0.170837224838364,0.2093551597093,NA
"605","B06B G34K S03H",NA,NA,NA,NA,NA,NA,0.240941666218097,NA,NA,NA,NA,0.320798402440676,0.424423340481286,NA
"606","B06B G34K S03T",NA,NA,NA,NA,NA,NA,0.301119580955136,NA,NA,NA,NA,0.230773512030418,0.464027050139186,NA
"607","B06B G34K S04K",NA,NA,NA,NA,NA,NA,0.378128182774278,NA,NA,NA,NA,0.394627191132619,0.179203091407753,NA
"608","B06B G34K T09K",NA,NA,NA,NA,NA,NA,0.157382353454862,NA,NA,NA,NA,0.551707944056722,NA,0.290909702488416
"609","B06B G34K T09K U12B",NA,NA,NA,NA,NA,NA,0.120053135839342,NA,NA,NA,NA,0.322633523331582,NA,0.321171419517002
"610","B06B G34N",NA,NA,NA,NA,NA,NA,0.507595860959897,NA,NA,NA,NA,0.476659734930577,NA,NA
"611","B06B G34N G34U",NA,NA,NA,NA,NA,NA,0.154731480654097,NA,NA,NA,NA,0.845268519345903,NA,NA
"612","B06B G34S G34T S04T",NA,NA,NA,NA,NA,NA,0.466907980948617,NA,NA,NA,NA,0.259193601373212,0.267276013513923,NA
"613","B06B G34T",NA,NA,NA,NA,NA,NA,0.637751107631666,NA,NA,NA,NA,0.36113337271645,NA,NA
"614","B06B G34T H34M M06B",NA,NA,NA,NA,NA,0.389568228546694,0.171872386892406,NA,NA,NA,NA,0.24436552517929,NA,NA
"615","B06B G34T S03A",NA,0.210959077415508,NA,NA,NA,NA,0.300188814078266,NA,NA,NA,NA,0.243637314511075,NA,NA
"616","B06B G34T S03T",NA,NA,NA,NA,NA,NA,0.317626380177948,NA,NA,NA,NA,0.160919805658525,0.514583887046718,NA
"617","B06B G34T S04T",NA,NA,0.207340669535422,NA,NA,NA,0.322952411314684,NA,NA,NA,NA,0.120595216161603,0.336996138980261,NA
"618","B06B G34T T09O",NA,NA,NA,NA,NA,NA,0.667600721565369,NA,NA,NA,NA,0.218244444702299,NA,0.112408654595861
"619","B06B G34U",NA,NA,NA,NA,NA,NA,0.497455709184522,NA,NA,NA,NA,0.486943450168021,NA,NA
"620","B06B G34V",NA,NA,NA,NA,NA,NA,0.456467731647974,NA,NA,NA,NA,0.534097338043817,NA,NA
"621","B06B G34W",NA,NA,NA,NA,NA,NA,0.475236951007876,NA,NA,NA,NA,0.524763048992124,NA,NA
"622","B06B G34W S04W",NA,0.120400280105717,0.19565986732627,NA,NA,NA,0.171818503542735,NA,NA,NA,NA,NA,0.24844322964904,NA
"623","B06B G34Y",NA,NA,NA,NA,NA,NA,0.144377664677614,NA,NA,NA,NA,0.855622335322386,NA,NA
"624","B06B G34Z",NA,NA,NA,NA,NA,NA,0.426091687508412,NA,NA,NA,NA,0.565283195468456,NA,NA
