stat6,region,assigned_by,Suggested_Change,Anne_Region,ADF.G_Region,Notes,final
27230,Alaska Peninsula,AB (Groundfish-Salmon),NA,,NA,,Alaska Peninsula
27240,Alaska Peninsula,AB (Groundfish-Salmon),NA,,NA,,Alaska Peninsula
27250,Alaska Peninsula,AB (Groundfish-Salmon),NA,,NA,,Alaska Peninsula
27260,Alaska Peninsula,AB (Groundfish-Salmon),NA,,NA,,Alaska Peninsula
27262,Alaska Peninsula,AB (Groundfish-Salmon),NA,,NA,,Alaska Peninsula
27264,Alaska Peninsula,AB (Groundfish-Salmon),NA,,NA,,Alaska Peninsula
27270,Alaska Peninsula,AB (Groundfish-Salmon),NA,,NA,,Alaska Peninsula
27272,Alaska Peninsula,AB (Groundfish-Salmon),NA,,NA,,Alaska Peninsula
27280,Alaska Peninsula,AB (Groundfish-Salmon),NA,,NA,,Alaska Peninsula
27290,Alaska Peninsula,AB (Groundfish-Salmon),NA,,NA,,Alaska Peninsula
27292,Alaska Peninsula,AB (Groundfish-Salmon),NA,,NA,,Alaska Peninsula
27296,Alaska Peninsula,AB (Groundfish-Salmon),NA,,NA,,Alaska Peninsula
27370,Alaska Peninsula,AB (Groundfish-Salmon),NA,,NA,,Alaska Peninsula
27372,Alaska Peninsula,AB (Groundfish-Salmon),NA,,NA,,Alaska Peninsula
27374,Alaska Peninsula,AB (Groundfish-Salmon),NA,,NA,,Alaska Peninsula
27380,Alaska Peninsula,AB (Groundfish-Salmon),NA,,NA,,Alaska Peninsula
27382,Alaska Peninsula,AB (Groundfish-Salmon),NA,,NA,,Alaska Peninsula
27384,Alaska Peninsula,AB (Groundfish-Salmon),NA,,NA,,Alaska Peninsula
27390,Alaska Peninsula,AB (Groundfish-Salmon),NA,,NA,,Alaska Peninsula
27393,Alaska Peninsula,EW,NA,,NA,,Alaska Peninsula
27394,Alaska Peninsula,AB (Groundfish-Salmon),NA,,NA,,Alaska Peninsula
27395,Alaska Peninsula,EW,NA,,NA,,Alaska Peninsula
27540,Alaska Peninsula,AB (Groundfish-Salmon),NA,,NA,,Alaska Peninsula
27550,Alaska Peninsula,AB (Groundfish-Salmon),NA,,NA,,Alaska Peninsula
27560,Alaska Peninsula,AB (Groundfish-Salmon),NA,,NA,,Alaska Peninsula
28110,Alaska Peninsula,EW,NA,,NA,,Alaska Peninsula
28115,Alaska Peninsula,AB (Groundfish-Salmon),NA,,NA,,Alaska Peninsula
28120,Alaska Peninsula,EW,NA,,NA,,Alaska Peninsula
28125,Alaska Peninsula,AB (Groundfish-Salmon),NA,,NA,,Alaska Peninsula
28130,Alaska Peninsula,AB (Groundfish-Salmon),NA,,NA,,Alaska Peninsula
28131,Alaska Peninsula,EW,NA,,NA,,Alaska Peninsula
28132,Alaska Peninsula,EW,NA,,NA,,Alaska Peninsula
28133,Alaska Peninsula,EW,NA,,NA,,Alaska Peninsula
28134,Alaska Peninsula,EW,NA,,NA,,Alaska Peninsula
28135,Alaska Peninsula,EW,NA,,NA,,Alaska Peninsula
28136,Alaska Peninsula,EW,NA,,NA,,Alaska Peninsula
28140,Alaska Peninsula,AB (Groundfish-Salmon),NA,,NA,,Alaska Peninsula
28150,Alaska Peninsula,AB (Groundfish-Salmon),NA,,NA,,Alaska Peninsula
28155,Alaska Peninsula,AB (Groundfish-Salmon),NA,,NA,,Alaska Peninsula
28160,NA,AB (Groundfish-Salmon),28160,Kodiak,4,~4 million pounds of salmon harvested,Alaska Peninsula
28162,Alaska Peninsula,AB (Groundfish-Salmon),NA,,NA,,Alaska Peninsula
28165,Alaska Peninsula,AB (Groundfish-Salmon),NA,,NA,,Alaska Peninsula
28167,Alaska Peninsula,AB (Groundfish-Salmon),NA,,NA,,Alaska Peninsula
28170,Alaska Peninsula,AB (Groundfish-Salmon),NA,,NA,,Alaska Peninsula
28180,Alaska Peninsula,AB (Groundfish-Salmon),NA,,NA,,Alaska Peninsula
28190,Alaska Peninsula,AB (Groundfish-Salmon),NA,,NA,,Alaska Peninsula
28210,Alaska Peninsula,AB (Groundfish-Salmon),NA,,NA,,Alaska Peninsula
28211,Alaska Peninsula,AB (Groundfish-Salmon),NA,,NA,,Alaska Peninsula
28212,Alaska Peninsula,EW,NA,,NA,,Alaska Peninsula
28213,Alaska Peninsula,EW,NA,,NA,,Alaska Peninsula
28214,Alaska Peninsula,EW,NA,,NA,,Alaska Peninsula
28215,Alaska Peninsula,EW,NA,,NA,,Alaska Peninsula
28220,Alaska Peninsula,AB (Groundfish-Salmon),NA,,NA,,Alaska Peninsula
28221,Alaska Peninsula,EW,NA,,NA,,Alaska Peninsula
28222,Alaska Peninsula,EW,NA,,NA,,Alaska Peninsula
28223,Alaska Peninsula,EW,NA,,NA,,Alaska Peninsula
28224,Alaska Peninsula,EW,NA,,NA,,Alaska Peninsula
28225,Alaska Peninsula,AB (Groundfish-Salmon),NA,,NA,,Alaska Peninsula
28230,Alaska Peninsula,AB (Groundfish-Salmon),NA,,NA,,Alaska Peninsula
28232,Alaska Peninsula,AB (Groundfish-Salmon),NA,,NA,,Alaska Peninsula
28235,Alaska Peninsula,AB (Groundfish-Salmon),NA,,NA,,Alaska Peninsula
28240,Alaska Peninsula,AB (Groundfish-Salmon),NA,,NA,,Alaska Peninsula
28242,Alaska Peninsula,AB (Groundfish-Salmon),NA,,NA,,Alaska Peninsula
28245,Alaska Peninsula,AB (Groundfish-Salmon),NA,,NA,,Alaska Peninsula
28250,Alaska Peninsula,AB (Groundfish-Salmon),NA,,NA,,Alaska Peninsula
28265,Alaska Peninsula,AB (Groundfish-Salmon),NA,,NA,,Alaska Peninsula
28270,Alaska Peninsula,AB (Groundfish-Salmon),NA,,NA,,Alaska Peninsula
28275,Alaska Peninsula,AB (Groundfish-Salmon),NA,,NA,,Alaska Peninsula
28280,Alaska Peninsula,AB (Groundfish-Salmon),NA,,NA,,Alaska Peninsula
28310,Alaska Peninsula,EW,NA,,NA,,Alaska Peninsula
28312,Alaska Peninsula,EW,NA,,NA,,Alaska Peninsula
28313,Alaska Peninsula,EW,NA,,NA,,Alaska Peninsula
28315,Alaska Peninsula,AB (Groundfish-Salmon),NA,,NA,,Alaska Peninsula
28317,Alaska Peninsula,AB (Groundfish-Salmon),NA,,NA,,Alaska Peninsula
28320,Alaska Peninsula,AB (Groundfish-Salmon),NA,,NA,,Alaska Peninsula
28321,Alaska Peninsula,AB (Groundfish-Salmon),NA,,NA,,Alaska Peninsula
28323,Alaska Peninsula,AB (Groundfish-Salmon),NA,,NA,,Alaska Peninsula
28324,Alaska Peninsula,AB (Groundfish-Salmon),NA,,NA,,Alaska Peninsula
28325,Alaska Peninsula,AB (Groundfish-Salmon),NA,,NA,,Alaska Peninsula
28326,Alaska Peninsula,AB (Groundfish-Salmon),NA,,NA,,Alaska Peninsula
28331,Alaska Peninsula,EW,NA,,NA,,Alaska Peninsula
28332,Alaska Peninsula,EW,NA,,NA,,Alaska Peninsula
28333,Alaska Peninsula,EW,NA,,NA,,Alaska Peninsula
28334,Alaska Peninsula,EW,NA,,NA,,Alaska Peninsula
28335,Alaska Peninsula,EW,NA,,NA,,Alaska Peninsula
28341,Alaska Peninsula,EW,NA,,NA,,Alaska Peninsula
28342,Alaska Peninsula,EW,NA,,NA,,Alaska Peninsula
28351,Alaska Peninsula,EW,NA,,NA,,Alaska Peninsula
28352,Alaska Peninsula,EW,NA,,NA,,Alaska Peninsula
28361,Alaska Peninsula,EW,NA,,NA,,Alaska Peninsula
28362,Alaska Peninsula,EW,NA,,NA,,Alaska Peninsula
28363,Alaska Peninsula,EW,NA,,NA,,Alaska Peninsula
28364,Alaska Peninsula,EW,NA,,NA,,Alaska Peninsula
28365,Alaska Peninsula,EW,NA,,NA,,Alaska Peninsula
28370,Alaska Peninsula,EW,NA,,NA,,Alaska Peninsula
28375,Alaska Peninsula,EW,NA,,NA,,Alaska Peninsula
28380,Alaska Peninsula,EW,NA,,NA,,Alaska Peninsula
28390,Alaska Peninsula,EW,NA,,NA,,Alaska Peninsula
28410,Alaska Peninsula,EW,NA,,NA,,Alaska Peninsula
28420,Alaska Peninsula,EW,NA,,NA,,Alaska Peninsula
28424,Alaska Peninsula,EW,NA,,NA,,Alaska Peninsula
28436,Alaska Peninsula,AB (Groundfish-Salmon),NA,,NA,,Alaska Peninsula
28437,Alaska Peninsula,AB (Groundfish-Salmon),NA,,NA,,Alaska Peninsula
28438,Alaska Peninsula,AB (Groundfish-Salmon),NA,,NA,,Alaska Peninsula
28439,Alaska Peninsula,EW,NA,,NA,,Alaska Peninsula
28440,Alaska Peninsula,EW,NA,,NA,,Alaska Peninsula
28442,Alaska Peninsula,AB (Groundfish-Salmon),NA,,NA,,Alaska Peninsula
28445,Alaska Peninsula,AB (Groundfish-Salmon),NA,,NA,,Alaska Peninsula
28447,Alaska Peninsula,AB (Groundfish-Salmon),NA,,NA,,Alaska Peninsula
28450,Alaska Peninsula,EW,NA,,NA,,Alaska Peninsula
28455,Alaska Peninsula,AB (Groundfish-Salmon),NA,,NA,,Alaska Peninsula
28460,Alaska Peninsula,EW,NA,,NA,,Alaska Peninsula
28462,Alaska Peninsula,AB (Groundfish-Salmon),NA,,NA,,Alaska Peninsula
28465,Alaska Peninsula,AB (Groundfish-Salmon),NA,,NA,,Alaska Peninsula
28467,Alaska Peninsula,AB (Groundfish-Salmon),NA,,NA,,Alaska Peninsula
28470,Alaska Peninsula,AB (Groundfish-Salmon),NA,,NA,,Alaska Peninsula
28472,Alaska Peninsula,EW,NA,,NA,,Alaska Peninsula
28475,Alaska Peninsula,AB (Groundfish-Salmon),NA,,NA,,Alaska Peninsula
28480,Alaska Peninsula,AB (Groundfish-Salmon),NA,,NA,,Alaska Peninsula
28490,Alaska Peninsula,AB (Groundfish-Salmon),NA,,NA,,Alaska Peninsula
28510,Alaska Peninsula,AB (Groundfish-Salmon),NA,,NA,,Alaska Peninsula
28520,Alaska Peninsula,AB (Groundfish-Salmon),NA,,NA,,Alaska Peninsula
28530,Alaska Peninsula,AB (Groundfish-Salmon),NA,,NA,,Alaska Peninsula
28540,Alaska Peninsula,AB (Groundfish-Salmon),NA,,NA,,Alaska Peninsula
30214,Eastern Aleutians,AB (Groundfish-Salmon),NA,,NA,,Eastern Aleutians
30216,Eastern Aleutians,AB (Groundfish-Salmon),NA,,NA,,Eastern Aleutians
30217,Eastern Aleutians,AB (Groundfish-Salmon),NA,,NA,,Eastern Aleutians
30218,Eastern Aleutians,AB (Groundfish-Salmon),NA,,NA,,Eastern Aleutians
30219,Eastern Aleutians,EW,NA,,NA,,Eastern Aleutians
30221,Eastern Aleutians,EW,NA,,NA,,Eastern Aleutians
30222,Eastern Aleutians,EW,NA,,NA,,Eastern Aleutians
30224,Eastern Aleutians,EW,NA,,NA,,Eastern Aleutians
30225,Eastern Aleutians,EW,NA,,NA,,Eastern Aleutians
30228,Eastern Aleutians,AB (Groundfish-Salmon),NA,,NA,,Eastern Aleutians
30231,Eastern Aleutians,AB (Groundfish-Salmon),NA,,NA,,Eastern Aleutians
30235,Eastern Aleutians,AB (Groundfish-Salmon),NA,,NA,,Eastern Aleutians
30240,Eastern Aleutians,AB (Groundfish-Salmon),NA,,NA,,Eastern Aleutians
30245,Eastern Aleutians,AB (Groundfish-Salmon),NA,,NA,,Eastern Aleutians
30250,Eastern Aleutians,AB (Groundfish-Salmon),NA,,NA,,Eastern Aleutians
30533,Western Aleutians,AB (Groundfish-Salmon),NA,,NA,,Western Aleutians
30542,Western Aleutians,AB (Groundfish-Salmon),NA,,NA,,Western Aleutians
30545,Western Aleutians,AB (Groundfish-Salmon),NA,,NA,,Western Aleutians
30546,Western Aleutians,AB (Groundfish-Salmon),NA,,NA,,Western Aleutians
30547,Western Aleutians,AB (Groundfish-Salmon),NA,,NA,,Western Aleutians
30549,Western Aleutians,AB (Groundfish-Salmon),NA,,NA,,Western Aleutians
30670,Western Aleutians,AB (Groundfish-Salmon),NA,,NA,,Western Aleutians
30842,Western Aleutians,AB (Groundfish-Salmon),NA,,NA,,Western Aleutians
30843,Western Aleutians,EW,NA,,NA,,Western Aleutians
30932,Western Aleutians,AB (Groundfish-Salmon),NA,,NA,,Western Aleutians
30933,Western Aleutians,AB (Groundfish-Salmon),NA,,NA,,Western Aleutians
30938,Western Aleutians,EW,NA,,NA,,Western Aleutians
30943,Western Aleutians,EW,NA,,NA,,Western Aleutians
31120,Alaska Peninsula,AB (Groundfish-Salmon),NA,,NA,,Alaska Peninsula
31132,Alaska Peninsula,AB (Groundfish-Salmon),NA,,NA,,Alaska Peninsula
31152,Alaska Peninsula,AB (Groundfish-Salmon),NA,,NA,,Alaska Peninsula
31158,Alaska Peninsula,AB (Groundfish-Salmon),NA,,NA,,Alaska Peninsula
31160,Alaska Peninsula,AB (Groundfish-Salmon),NA,,NA,,Alaska Peninsula
31210,Alaska Peninsula,AB (Groundfish-Salmon),NA,,NA,,Alaska Peninsula
31220,Alaska Peninsula,AB (Groundfish-Salmon),NA,,NA,,Alaska Peninsula
31240,Alaska Peninsula,AB (Groundfish-Salmon),NA,,NA,,Alaska Peninsula
31310,Alaska Peninsula,AB (Groundfish-Salmon),NA,,NA,,Alaska Peninsula
31330,Alaska Peninsula,AB (Groundfish-Salmon),NA,,NA,,Alaska Peninsula
31410,Alaska Peninsula,EW,NA,,NA,,Alaska Peninsula
31412,Alaska Peninsula,AB (Groundfish-Salmon),NA,,NA,,Alaska Peninsula
31420,Alaska Peninsula,AB (Groundfish-Salmon),NA,,NA,,Alaska Peninsula
31430,Alaska Peninsula,AB (Groundfish-Salmon),NA,,NA,,Alaska Peninsula
31440,Alaska Peninsula,EW,NA,,NA,,Alaska Peninsula
31510,Alaska Peninsula,EW,NA,,NA,,Alaska Peninsula
31511,Alaska Peninsula,AB (Groundfish-Salmon),NA,,NA,,Alaska Peninsula
31512,Alaska Peninsula,EW,NA,,NA,,Alaska Peninsula
31520,Alaska Peninsula,AB (Groundfish-Salmon),NA,,NA,,Alaska Peninsula
31550,Alaska Peninsula,EW,NA,,NA,,Alaska Peninsula
31553,Alaska Peninsula,EW,NA,,NA,,Alaska Peninsula
31610,Alaska Peninsula,AB (Groundfish-Salmon),NA,,NA,,Alaska Peninsula
31620,Alaska Peninsula,AB (Groundfish-Salmon),NA,,NA,,Alaska Peninsula
31622,Alaska Peninsula,AB (Groundfish-Salmon),NA,,NA,,Alaska Peninsula
31625,Alaska Peninsula,AB (Groundfish-Salmon),NA,,NA,,Alaska Peninsula
31710,Alaska Peninsula,AB (Groundfish-Salmon),NA,,NA,,Alaska Peninsula
31720,Alaska Peninsula,AB (Groundfish-Salmon),NA,,NA,,Alaska Peninsula
31810,Alaska Peninsula,EW,NA,,NA,,Alaska Peninsula
31820,Alaska Peninsula,AB (Groundfish-Salmon),NA,,NA,,Alaska Peninsula
32005,Alaska Peninsula,EW,NA,,NA,,Alaska Peninsula
32010,Alaska Peninsula,EW,NA,,NA,,Alaska Peninsula
32020,Alaska Peninsula,EW,NA,,NA,,Alaska Peninsula
32030,Alaska Peninsula,EW,NA,,NA,,Alaska Peninsula
32100,Bristol Bay,AB (Groundfish-Salmon),NA,,NA,,Bristol Bay
32105,Bristol Bay,AB (Groundfish-Salmon),NA,,NA,,Bristol Bay
32110,Bristol Bay,AB (Groundfish-Salmon),NA,,NA,,Bristol Bay
32120,Bristol Bay,AB (Groundfish-Salmon),NA,,NA,,Bristol Bay
32130,Bristol Bay,AB (Groundfish-Salmon),NA,,NA,,Bristol Bay
32133,Bristol Bay,EW,NA,,NA,,Bristol Bay
32140,Bristol Bay,AB (Groundfish-Salmon),NA,,NA,,Bristol Bay
32150,Bristol Bay,AB (Groundfish-Salmon),NA,,NA,,Bristol Bay
32160,Bristol Bay,AB (Groundfish-Salmon),NA,,NA,,Bristol Bay
32170,Bristol Bay,AB (Groundfish-Salmon),NA,,NA,,Bristol Bay
32180,Bristol Bay,AB (Groundfish-Salmon),NA,,NA,,Bristol Bay
32200,Bristol Bay,AB (Groundfish-Salmon),NA,,NA,,Bristol Bay
32210,Bristol Bay,AB (Groundfish-Salmon),NA,,NA,,Bristol Bay
32220,Bristol Bay,AB (Groundfish-Salmon),NA,,NA,,Bristol Bay
32230,Bristol Bay,AB (Groundfish-Salmon),NA,,NA,,Bristol Bay
32240,Bristol Bay,AB (Groundfish-Salmon),NA,,NA,,Bristol Bay
32250,Bristol Bay,AB (Groundfish-Salmon),NA,,NA,,Bristol Bay
32260,Bristol Bay,AB (Groundfish-Salmon),NA,,NA,,Bristol Bay
32270,Bristol Bay,AB (Groundfish-Salmon),NA,,NA,,Bristol Bay
32400,Bristol Bay,AB (Groundfish-Salmon),NA,,NA,,Bristol Bay
32411,Bristol Bay,AB (Groundfish-Salmon),NA,,NA,,Bristol Bay
32412,Bristol Bay,AB (Groundfish-Salmon),NA,,NA,,Bristol Bay
32413,Bristol Bay,AB (Groundfish-Salmon),NA,,NA,,Bristol Bay
32416,Bristol Bay,EW,NA,,NA,,Bristol Bay
32417,Bristol Bay,EW,NA,,NA,,Bristol Bay
32420,Bristol Bay,EW,NA,,NA,,Bristol Bay
32421,Bristol Bay,AB (Groundfish-Salmon),NA,,NA,,Bristol Bay
32422,Bristol Bay,AB (Groundfish-Salmon),NA,,NA,,Bristol Bay
32423,Bristol Bay,AB (Groundfish-Salmon),NA,,NA,,Bristol Bay
32424,Bristol Bay,EW,NA,,NA,,Bristol Bay
32425,Bristol Bay,AB (Groundfish-Salmon),NA,,NA,,Bristol Bay
32426,Bristol Bay,AB (Groundfish-Salmon),NA,,NA,,Bristol Bay
32429,Bristol Bay,EW,NA,,NA,,Bristol Bay
32500,Bristol Bay,AB (Groundfish-Salmon),NA,,NA,,Bristol Bay
32510,Bristol Bay,AB (Groundfish-Salmon),NA,,NA,,Bristol Bay
32511,Bristol Bay,AB (Groundfish-Salmon),NA,,NA,,Bristol Bay
32520,Bristol Bay,AB (Groundfish-Salmon),NA,,NA,,Bristol Bay
32521,Bristol Bay,AB (Groundfish-Salmon),NA,,NA,,Bristol Bay
32525,Bristol Bay,EW,NA,,NA,,Bristol Bay
32530,Bristol Bay,EW,NA,,NA,,Bristol Bay
32531,Bristol Bay,AB (Groundfish-Salmon),NA,,NA,,Bristol Bay
32532,Bristol Bay,AB (Groundfish-Salmon),NA,,NA,,Bristol Bay
32533,Bristol Bay,AB (Groundfish-Salmon),NA,,NA,,Bristol Bay
32534,Bristol Bay,AB (Groundfish-Salmon),NA,,NA,,Bristol Bay
32535,Bristol Bay,AB (Groundfish-Salmon),NA,,NA,,Bristol Bay
32540,Bristol Bay,AB (Groundfish-Salmon),NA,,NA,,Bristol Bay
32541,Bristol Bay,AB (Groundfish-Salmon),NA,,NA,,Bristol Bay
32600,Bristol Bay,EW,NA,,NA,,Bristol Bay
32610,Bristol Bay,AB (Groundfish-Salmon),NA,,NA,,Bristol Bay
32611,Bristol Bay,AB (Groundfish-Salmon),NA,,NA,,Bristol Bay
32612,Bristol Bay,EW,NA,,NA,,Bristol Bay
32620,Bristol Bay,AB (Groundfish-Salmon),NA,,NA,,Bristol Bay
32621,Bristol Bay,AB (Groundfish-Salmon),NA,,NA,,Bristol Bay
32622,Bristol Bay,EW,NA,,NA,,Bristol Bay
32630,Bristol Bay,AB (Groundfish-Salmon),NA,,NA,,Bristol Bay
32631,Bristol Bay,AB (Groundfish-Salmon),NA,,NA,,Bristol Bay
32640,Kuskokwim,AB (Groundfish-Salmon),NA,,NA,,Kuskokwim
32670,Bristol Bay,AB (Groundfish-Salmon),NA,,NA,,Bristol Bay
32671,Bristol Bay,AB (Groundfish-Salmon),NA,,NA,,Bristol Bay
32672,Bristol Bay,AB (Groundfish-Salmon),NA,,NA,,Bristol Bay
33101,Kotzebue,AB (Groundfish-Salmon),NA,,NA,,Kotzebue
33102,Kotzebue,AB (Groundfish-Salmon),NA,,NA,,Kotzebue
33103,Kotzebue,AB (Groundfish-Salmon),NA,,NA,,Kotzebue
33104,Kotzebue,AB (Groundfish-Salmon),NA,,NA,,Kotzebue
33105,Kotzebue,AB (Groundfish-Salmon),NA,,NA,,Kotzebue
33106,Kotzebue,AB (Groundfish-Salmon),NA,,NA,,Kotzebue
33146,NA,AB (Groundfish-Salmon),33146,NA,3,Hist Data/Unresearched  (added Jan04). ~35K pounds,Unassigned
33150,NA,AB (Groundfish-Salmon),33150,NA,3,Hist Data/Unresearched  (added Jan04). 117 lbs.,Kotzebue
33200,Norton Sound,AB (Groundfish-Salmon),NA,,NA,,Norton Sound
33254,Norton Sound,AB (Herring),NA,,NA,,Kotzebue
33256,Norton Sound,AB (Herring),NA,,NA,,Kotzebue
33258,NA,AB (Herring),33258,NA,3,UnResearched > Last Used: 88. 150K pounds.,Kotzebue
33310,Norton Sound,AB (Groundfish-Salmon),NA,,NA,,Norton Sound
33320,Norton Sound,AB (Groundfish-Salmon),NA,,NA,,Norton Sound
33330,NA,AB (Groundfish-Salmon),33330,Norton Sound,3,"Fed. 650. Eastern Gulf of Alaska, Southeast Outside District. LOTS of salmon harvest!",Norton Sound
33331,Norton Sound,AB (Groundfish-Salmon),NA,,NA,,Norton Sound
33332,Norton Sound,AB (Groundfish-Salmon),NA,,NA,,Norton Sound
33333,Norton Sound,AB (Groundfish-Salmon),NA,,NA,,Norton Sound
33340,Norton Sound,AB (Groundfish-Salmon),NA,,NA,,Norton Sound
33350,Norton Sound,AB (Groundfish-Salmon),NA,,NA,,Norton Sound
33360,Norton Sound,AB (Groundfish-Salmon),NA,,NA,,Norton Sound
33370,Norton Sound,AB (Herring),NA,,NA,,Norton Sound
33372,Norton Sound,AB (Herring),NA,,NA,,Norton Sound
33374,Norton Sound,AB (Herring),NA,,NA,,Norton Sound
33377,Norton Sound,AB (Herring),NA,,NA,,Norton Sound
33378,Norton Sound,AB (Herring),NA,,NA,,Norton Sound
33380,Norton Sound,AB (Herring),NA,,NA,,Norton Sound
33408,Yukon,AB (Herring),NA,,NA,,Yukon
33409,Yukon,AB (Herring),NA,,NA,,Yukon
33411,Yukon,AB (Groundfish-Salmon),NA,,NA,,Yukon
33412,Yukon,AB (Groundfish-Salmon),NA,,NA,,Yukon
33413,Yukon,AB (Groundfish-Salmon),NA,,NA,,Yukon
33414,Yukon,AB (Groundfish-Salmon),NA,,NA,,Yukon
33415,Yukon,AB (Groundfish-Salmon),NA,,NA,,Yukon
33416,Yukon,AB (Groundfish-Salmon),NA,,NA,,Yukon
33417,Yukon,AB (Groundfish-Salmon),NA,,NA,,Yukon
33418,Yukon,AB (Groundfish-Salmon),NA,,NA,,Yukon
33421,Yukon,AB (Groundfish-Salmon),NA,,NA,,Yukon
33422,Yukon,AB (Groundfish-Salmon),NA,,NA,,Yukon
33423,Yukon,AB (Groundfish-Salmon),NA,,NA,,Yukon
33424,Yukon,AB (Groundfish-Salmon),NA,,NA,,Yukon
33425,Yukon,AB (Groundfish-Salmon),NA,,NA,,Yukon
33431,Yukon,AB (Groundfish-Salmon),NA,,NA,,Yukon
33432,Yukon,AB (Groundfish-Salmon),NA,,NA,,Yukon
33441,NA,AB (Groundfish-Salmon),33441,Yukon,3,~1.7 million lbs. salmon since 1985.,Yukon
33442,Yukon,AB (Groundfish-Salmon),NA,,NA,,Yukon
33443,Yukon,AB (Groundfish-Salmon),NA,,NA,,Yukon
33444,Yukon,AB (Groundfish-Salmon),NA,,NA,,Yukon
33445,Yukon,AB (Groundfish-Salmon),NA,,NA,,Yukon
33446,Yukon,AB (Groundfish-Salmon),NA,,NA,,Yukon
33447,Yukon,AB (Groundfish-Salmon),NA,,NA,,Yukon
33451,Yukon,AB (Groundfish-Salmon),NA,,NA,,Yukon
33452,Yukon,AB (Groundfish-Salmon),NA,,NA,,Yukon
33453,Yukon,AB (Groundfish-Salmon),NA,,NA,,Yukon
33454,Yukon,AB (Groundfish-Salmon),NA,,NA,,Yukon
33455,Unassigned,AB (Groundfish-Salmon),NA,,NA,,Unassigned
33461,Yukon,AB (Groundfish-Salmon),NA,,NA,,Yukon
33462,Yukon,AB (Groundfish-Salmon),NA,,NA,,Yukon
33463,Yukon,AB (Groundfish-Salmon),NA,,NA,,Yukon
33511,Kuskokwim,AB (Groundfish-Salmon),NA,,NA,,Kuskokwim
33512,Kuskokwim,AB (Groundfish-Salmon),NA,,NA,,Kuskokwim
33513,Kuskokwim,AB (Groundfish-Salmon),NA,,NA,,Kuskokwim
33514,Kuskokwim,AB (Groundfish-Salmon),NA,,NA,,Kuskokwim
33520,Kuskokwim,AB (Groundfish-Salmon),NA,,NA,,Kuskokwim
33530,Kuskokwim,AB (Groundfish-Salmon),NA,,NA,,Kuskokwim
33540,Kuskokwim,AB (Groundfish-Salmon),NA,,NA,,Kuskokwim
33549,Kuskokwim,AB (Groundfish-Salmon),NA,,NA,,Kuskokwim
33550,Kuskokwim,AB (Groundfish-Salmon),NA,,NA,,Kuskokwim
33560,Kuskokwim,AB (Groundfish-Salmon),NA,,NA,,Kuskokwim
33570,Kuskokwim,AB (Groundfish-Salmon),NA,,NA,,Kuskokwim
33580,Kuskokwim,AB (Groundfish-Salmon),NA,,NA,,Kuskokwim
34000,NA,AB (Groundfish-Salmon),34000,Bristol Bay,2,UnResearched > Last Used: 85 . Only 22K lbs. herring.,Bristol Bay
51011,Kodiak,EW,NA,,NA,,Kodiak
51021,Kodiak,EW,NA,,NA,,Kodiak
51031,Kodiak,EW,NA,,NA,,Kodiak
51032,Kodiak,EW,NA,,NA,,Kodiak
51041,Kodiak,EW,NA,,NA,,Kodiak
51042,Kodiak,EW,NA,,NA,,Kodiak
51051,Kodiak,EW,NA,,NA,,Kodiak
51061,Kodiak,EW,NA,,NA,,Kodiak
51071,Kodiak,EW,NA,,NA,,Kodiak
51072,Kodiak,EW,NA,,NA,,Kodiak
51073,Kodiak,EW,NA,,NA,,Kodiak
51081,Kodiak,EW,NA,,NA,,Kodiak
51091,Kodiak,EW,NA,,NA,,Kodiak
51092,Kodiak,EW,NA,,NA,,Kodiak
51093,Kodiak,EW,NA,,NA,,Kodiak
51101,Kodiak,EW,NA,,NA,,Kodiak
51102,Kodiak,EW,NA,,NA,,Kodiak
51103,Kodiak,EW,NA,,NA,,Kodiak
52011,Kodiak,EW,NA,,NA,,Kodiak
52021,Kodiak,EW,NA,,NA,,Kodiak
52022,Kodiak,EW,NA,,NA,,Kodiak
52031,Kodiak,EW,NA,,NA,,Kodiak
52032,Kodiak,EW,NA,,NA,,Kodiak
52033,Kodiak,EW,NA,,NA,,Kodiak
52034,Kodiak,EW,NA,,NA,,Kodiak
52035,Kodiak,EW,NA,,NA,,Kodiak
53011,Kodiak,EW,NA,,NA,,Kodiak
53021,Kodiak,EW,NA,,NA,,Kodiak
53031,Kodiak,EW,NA,,NA,,Kodiak
53032,Kodiak,EW,NA,,NA,,Kodiak
53033,Kodiak,EW,NA,,NA,,Kodiak
53041,Kodiak,EW,NA,,NA,,Kodiak
53051,Kodiak,EW,NA,,NA,,Kodiak
56011,Kodiak,EW,NA,,NA,,Kodiak
56021,Kodiak,EW,NA,,NA,,Kodiak
56031,Kodiak,EW,NA,,NA,,Kodiak
56032,Kodiak,EW,NA,,NA,,Kodiak
56041,Kodiak,EW,NA,,NA,,Kodiak
56042,Kodiak,EW,NA,,NA,,Kodiak
56051,Kodiak,EW,NA,,NA,,Kodiak
56052,Kodiak,EW,NA,,NA,,Kodiak
56053,Kodiak,EW,NA,,NA,,Kodiak
56061,Kodiak,EW,NA,,NA,,Kodiak
56062,Kodiak,EW,NA,,NA,,Kodiak
57011,Kodiak,EW,NA,,NA,,Kodiak
57012,Kodiak,EW,NA,,NA,,Kodiak
57013,Kodiak,EW,NA,,NA,,Kodiak
57014,Kodiak,EW,NA,,NA,,Kodiak
57021,Kodiak,EW,NA,,NA,,Kodiak
